player_id,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_name,league_name,club_position,nationality_name,preferred_foot,weak_foot,pace,shooting,passing,dribbling,defending,physic
243603,L. Ranger,Lars Mogstad Ranger,RWB,65,69,950000,1000,24,12-03-1999,176,73,Lillestrøm,Eliteserien,SUB,Norway,Right,2,83,49,55,63,57,70
243963,K. Magennis,Kyle Magennis,"CM, RM, LM",65,69,1000000,2000,24,26-08-1998,181,73,Kilmarnock,Premiership,RCM,Scotland,Right,3,70,65,65,65,58,73
246309,Miguel Luís,Miguel Mariz Luís,"CM, CF",65,69,1000000,1000,24,27-02-1999,178,73,Warta Poznań,Ekstraklasa,RCM,Portugal,Right,4,64,63,66,66,58,56
247001,N. Farrugia,Neil Farrugia,"RWB, LWB",65,69,950000,900,24,19-05-1999,185,78,Shamrock Rovers,Premier Division,RWB,Republic of Ireland,Left,3,83,54,57,63,55,66
250847,S. Sonnenberg,Sven Sonnenberg,CB,65,69,925000,2000,24,19-01-1999,194,83,Heracles Almelo,Eredivisie,RCB,Germany,Right,3,62,28,43,49,64,75
251313,S. Lahssaini,Sami Lahssaini,"CM, CDM",65,69,1000000,4000,24,18-09-1998,179,74,Metz,Ligue 1,RES,Belgium,Right,2,65,58,62,68,63,62
251920,A. Meroni,Andrea Meroni,CB,65,69,875000,1000,26,09-01-1997,188,80,Cosenza,Serie B,SUB,Italy,Right,3,55,39,41,45,65,75
254032,J. Carrasco,José María Carrasco Sanguino,CB,65,69,900000,500,25,16-08-1997,186,78,The Strongest,Liga De Futbol Prof,SUB,Bolivia,Right,2,67,36,47,55,64,75
254646,K. De La Hoz,Kevin Eduardo De La Hoz Morys,RB,65,69,950000,500,24,15-07-1998,172,70,Academia Puerto Cabello,Primera Division,RB,Venezuela,Right,3,65,38,50,54,65,67
254809,K. Tønnessen,Kristoffer Tønnessen,"LWB, CB",65,69,925000,1000,25,01-10-1997,184,76,Lillestrøm,Eliteserien,LWB,Norway,Left,2,72,46,60,58,61,65
255136,T. Beason,James Tanner Beason,"CB, LB",65,69,875000,2000,26,23-03-1997,185,79,San Jose Earthquakes,Major League Soccer,LCB,United States,Left,2,60,25,42,56,66,70
255310,L. Owusu,Leonard Owusu,"CDM, CM",65,69,900000,1000,26,01-06-1997,181,73,Odd,Eliteserien,LCM,Ghana,Right,1,60,36,55,61,62,68
256634,C. Viet,Christian Viet,"RM, CM, CAM",65,69,1000000,1000,24,27-03-1999,181,75,Jahn Regensburg,3. Liga,CAM,Germany,Right,3,71,41,62,67,59,67
257303,L. Montsma,Lewis Lee Montsma,CB,65,69,900000,3000,25,25-04-1998,191,84,Lincoln City,League One,RES,Netherlands,Right,3,53,34,48,56,64,71
257332,M. Rittmüller,Marvin Lee Rittmüller,"RWB, RB",65,69,950000,3000,24,07-03-1999,178,79,Eintracht Braunschweig,2. Bundesliga,RES,Germany,Right,3,80,43,57,63,61,62
258654,D. Vizinger,Dario Vizinger,ST,65,69,1000000,1000,25,06-06-1998,181,72,Warta Poznań,Ekstraklasa,SUB,Croatia,Right,4,70,67,53,64,28,66
262264,J. Assehnoun,Jasin-Amin Assehnoun,"LM, RM",65,69,1000000,3000,24,26-12-1998,175,73,Vejle,Superliga,SUB,Finland,Right,4,71,60,60,70,35,67
263746,P. Sutter,Patrick Sutter,RB,65,69,950000,2000,24,18-01-1999,172,72,St. Gallen,Super League,SUB,Switzerland,Right,2,70,53,58,61,62,57
265997,A. Magashy,Abdussalam Magashy,"CAM, CM",65,69,1000000,2000,25,06-04-1998,171,74,AIK,Allsvenskan,RES,Nigeria,Right,3,79,60,59,67,60,77
265999,Wenderson,Wenderson Oliveira do Nascimento,"CM, LM",65,69,1000000,1000,24,27-04-1999,174,75,Värnamo,Allsvenskan,LCM,Brazil,Right,4,83,55,62,70,52,65
267413,S. Herrera,Santiago Herrera Yallonardo,"ST, CAM",65,69,1000000,500,23,27-11-1999,178,73,Monagas,Primera Division,SUB,Venezuela,Right,3,68,67,62,65,36,57
268832,D. Afriyie,Daniel Afriyie Barnieh,"LM, CF",65,69,1000000,3000,22,26-06-2001,165,69,Zürich,Super League,LW,Ghana,Right,2,84,56,55,70,36,46
269269,J. Golz,Jakob Golz,GK,65,69,800000,1000,24,16-08-1998,187,80,Rot-Weiss Essen,3. Liga,GK,Germany,Right,3,,,,,,
269458,D. Tiefenbach,Dániel Tiefenbach,"CDM, CM",65,69,925000,2000,23,10-08-1999,180,75,Austria Lustenau,Bundesliga,SUB,Hungary,Right,3,67,51,58,67,64,60
274073,W. Peña,Wilfredo Daniel Peña Peña,"LM, ST",65,69,1000000,500,22,03-05-2001,178,71,Estudiantes Mérida,Primera Division,SUB,Venezuela,Right,3,76,61,58,64,21,65
274503,H. Ancajima,Hugo Axell Ancajima Effio,"RWB, RB",65,69,925000,500,25,10-02-1998,180,80,Universitario,Primera Division,SUB,Peru,Right,3,63,49,53,63,61,67
274894,G. Zuma,Gideon Zuma,"CDM, CM",65,69,925000,500,24,12-06-1999,170,68,Academia Puerto Cabello,Primera Division,SUB,Nigeria,Right,3,62,52,59,61,61,68
274968,P. Demjén,Patrik Demjén,GK,65,69,,,25,22-03-1998,186,78,,,,Hungary,Right,1,,,,,,
213864,B. Utvik,Bjørn Inge Utvik,CB,65,68,800000,1000,27,28-02-1996,183,75,Sarpsborg 08,Eliteserien,RCB,Norway,Right,3,41,37,48,52,65,72
214041,S. Londoño,Wilmar Santiago Londoño Ruiz,GK,65,68,650000,500,28,09-03-1995,186,70,Deportivo Pereira,Liga BetPlay,SUB,Colombia,Right,3,,,,,,
221564,N. Leiva,Matías Nahuel Leiva Esquivel,"CM, CAM, CF",65,68,925000,3000,26,22-11-1996,170,66,Śląsk Wrocław,Ekstraklasa,SUB,Spain,Right,3,82,66,66,70,48,58
221633,B. Sørmo,Bent Langåssve Sørmo,"CB, RWB, LWB",65,68,825000,1000,26,22-09-1996,187,85,Strømsgodset,Eliteserien,SUB,Norway,Right,3,73,40,55,62,62,76
222209,G. Mutombo,Gabriel Mutombo Kupa,CB,65,68,800000,2000,27,19-01-1996,191,75,Botoşani,Liga 1,RB,France,Left,2,36,26,45,41,65,74
224956,D. Crowley,Daniel Crowley,"CAM, CF",65,68,950000,5000,25,03-08-1997,170,71,Notts County,League Two,RF,England,Right,3,76,60,67,67,45,47
225237,J. Ortmark,Jacob Åke Stefan Ortmark,CM,65,68,950000,2000,25,29-08-1997,176,77,Norrköping,Allsvenskan,RES,Sweden,Right,3,67,58,64,68,59,65
225574,A. Murillo,Andrés Felipe Murillo Segura,"CB, LB",65,68,800000,1000,27,04-01-1996,183,82,Millonarios,Liga BetPlay,SUB,Colombia,Left,2,52,39,45,45,65,73
228431,W. Caddy,Warren Caddy,ST,65,68,950000,2000,26,09-04-1997,183,83,Annecy,Ligue 2,LS,France,Right,2,81,63,49,66,28,67
228592,A. Confais,Aloïs Confais,"CDM, RB, CM",65,68,850000,5000,26,07-09-1996,174,61,Le Havre,Ligue 1,RES,France,Right,2,56,55,62,64,63,58
228744,J. Valencia,Jhojan Manuel Valencia Jiménez,"CDM, CM",65,68,850000,2000,26,27-07-1996,172,75,Austin,Major League Soccer,SUB,Colombia,Right,3,69,52,61,67,61,62
228882,S. Pontisso,Simone Pontisso,"CM, CDM",65,68,925000,1000,26,20-03-1997,184,75,Catanzaro,Serie B,SUB,Italy,Right,3,66,58,64,64,63,72
229724,M. Lund,Marco Lund,CB,65,68,800000,2000,27,30-06-1996,183,87,Norrköping,Allsvenskan,RCB,Denmark,Right,3,55,36,50,61,65,73
229771,C. McCarthy,Conor McCarthy,CB,65,68,850000,3000,25,11-04-1998,193,89,Barnsley,League One,RES,Republic of Ireland,Right,3,56,28,49,51,65,73
230876,M. Butcher,Matthew David Butcher,"CM, CDM",65,68,925000,5000,26,14-05-1997,188,83,Plymouth Argyle,Championship,SUB,England,Left,3,58,62,63,62,62,76
230919,A. Iacovitti,Alexander Iacovitti,CB,65,68,850000,2000,25,02-09-1997,193,86,Port Vale,League One,LCB,Scotland,Left,3,68,35,51,51,63,77
230921,Hwang Mun Ki,Mun Ki Hwang,"CM, RW",65,68,925000,2000,26,08-12-1996,176,70,Gangwon,K League 1,SUB,Korea Republic,Right,3,70,55,63,67,54,58
231307,M. Poaty,Morgan Paul Poaty,"LWB, LB, LM",65,68,875000,3000,25,15-07-1997,177,75,Lausanne Sport,Super League,SUB,Congo,Left,2,86,49,52,65,60,73
231442,M. Browne,Marcus Browne,"LW, LM, CAM",65,68,950000,4000,25,18-12-1997,179,74,Oxford United,League One,RM,England,Right,3,83,59,60,67,28,61
231923,M. Remacle,Martin Remacle,"CM, CDM",65,68,925000,1000,26,16-05-1997,176,73,Korona Kielce,Ekstraklasa,RCM,Belgium,Right,4,64,62,66,66,58,64
232057,P. Lagemyr,Patrik Daniel Karlsson Lagemyr,"CAM, LW, ST",65,68,925000,1000,26,18-12-1996,167,58,Sirius,Allsvenskan,RES,Sweden,Right,3,79,57,63,70,32,41
232131,H. Ravas,Henrich Ravas,GK,65,68,725000,1000,25,16-08-1997,195,87,Widzew Lodz,Ekstraklasa,GK,Slovakia,Right,2,,,,,,
232786,K. Endo,遠藤 渓太,"LW, CAM",65,68,950000,9000,25,22-11-1997,175,70,Eintracht Braunschweig,2. Bundesliga,LW,Japan,Right,4,67,54,64,69,46,57
233241,S. Ezatolahi,Saeid Ezatolahi Afagh,"CDM, CM",65,68,850000,3000,26,01-10-1996,190,78,Vejle,Superliga,SUB,Iran,Right,3,60,58,60,62,61,72
233665,J. Ayunga,Jonah Ananias Paul Ayunga,"ST, RW",65,68,950000,2000,26,24-05-1997,185,78,St. Mirren,Premiership,SUB,Kenya,Right,3,77,63,55,62,37,74
233880,G. Fechner,Gino Fechner,"CDM, RWB",65,68,850000,4000,25,05-09-1997,189,82,Wehen Wiesbaden,2. Bundesliga,LCM,Germany,Right,3,65,40,55,57,64,75
234497,H. Clifton,Harry Louis Clifton,"RM, CM, LM",65,68,950000,4000,25,12-06-1998,180,76,Grimsby Town,League Two,LCM,Wales,Right,3,72,57,59,63,58,73
234858,M. Funk,Marius Funk,GK,65,68,700000,2000,27,01-01-1996,187,88,Ingolstadt,3. Liga,GK,Germany,Right,3,,,,,,
235460,B. Güngördü,Bahadır Han Güngördü,GK,65,68,700000,3000,27,16-01-1996,190,84,Ankaragücü,Super Lig,SUB,Turkey,Right,2,,,,,,
236617,T. Vlietinck,Thibault Vlietinck,"RB, RM",65,68,875000,3000,25,19-08-1997,180,62,OH Leuven,Jupiler Pro League,RM,Belgium,Right,4,77,57,63,67,60,55
237213,J. Knight,Josh Knight,CB,65,68,850000,3000,25,07-09-1997,185,78,Peterborough United,League One,SUB,England,Right,2,57,52,51,57,65,73
237666,H. Abdallah,Hakim Abdallah,ST,65,68,950000,2000,25,09-01-1998,187,81,Dinamo Bucureşti,Liga 1,SUB,Madagascar,Right,2,76,63,56,65,29,71
238636,R. Preißinger,Rico Preißinger,"CDM, CM, CAM",65,68,850000,1000,26,21-07-1996,185,78,Preußen Münster,3. Liga,LCM,Germany,Left,3,67,56,59,62,61,78
238683,A. Sicker,Arne Sicker,"LB, LM",65,68,850000,3000,26,17-04-1997,184,67,Elversberg,2. Bundesliga,SUB,Germany,Left,3,83,32,57,64,57,59
239410,M. Kos,Mirko Kos,GK,65,68,725000,3000,26,12-04-1997,183,80,Austria Wien,Bundesliga,SUB,Austria,Right,3,,,,,,
239634,L. Bünning,Lars Bünning,"CB, LB",65,68,850000,2000,25,27-02-1998,187,79,Dynamo Dresden,3. Liga,SUB,Germany,Left,2,84,41,55,55,63,70
239878,A. Madibo,Assim Omer Al Haj Madibo,"CDM, CM",65,68,,,26,22-10-1996,168,72,,,,Qatar,Right,2,82,38,53,61,65,75
240603,J. Doyle-Hayes,Jake Billy Doyle-Hayes,"CM, CDM",65,68,975000,2000,24,30-12-1998,175,68,Hibernian,Premiership,RCM,Republic of Ireland,Right,3,69,58,64,67,61,66
240604,M. Clark,Mitchell Reece Clark,"RWB, RB",65,68,900000,2000,24,13-03-1999,173,68,Port Vale,League One,RWB,Wales,Right,2,72,44,57,62,58,67
241465,Chuca,Víctor Moya Martínez,"CAM, CM",65,68,925000,2000,26,10-06-1997,182,75,Racing Ferrol,La Liga 2,CAM,Spain,Right,3,55,59,62,67,52,54
241741,A. Ouahim,Anas Ouahim,"CAM, CM",65,68,950000,2000,25,23-09-1997,175,66,Heracles Almelo,Eredivisie,CAM,Morocco,Right,3,75,56,60,72,36,52
241818,L. Buades,Lucas Buadés,"RWB, RM",65,68,875000,2000,25,28-12-1997,180,75,Rodez,Ligue 2,SUB,France,Right,3,72,56,57,64,58,64
242021,Y. Nazaryna,Yehor Nazaryna,"CM, CDM",65,68,950000,500,25,10-07-1997,183,75,Shakhtar Donetsk,Premier League,SUB,Ukraine,Right,3,69,57,67,67,58,64
242085,M. Virtue,Matthew Virtue-Thick,CM,65,68,925000,3000,26,02-05-1997,175,66,Blackpool,League One,SUB,England,Right,3,67,57,60,66,62,65
242253,M. Toye,Mason Toye,ST,65,68,1000000,2000,24,16-10-1998,191,82,CF Montréal,Major League Soccer,SUB,United States,Right,5,72,69,44,61,30,63
243925,M. Behrens,Morten Jens Behrens,GK,65,68,725000,5000,26,01-04-1997,193,89,Darmstadt 98,Bundesliga,RES,Germany,Right,3,,,,,,
246032,D. Sváček,Dominik Sváček,GK,65,68,725000,500,26,24-02-1997,190,87,Viktoria Plzeň,Fortuna Liga,SUB,Czech Republic,Right,2,,,,,,
247354,B. Michel,Benji Michel,"LM, ST, RM",65,68,950000,2000,25,23-10-1997,178,75,Arouca,Liga Portugal,RES,United States,Right,2,90,64,53,64,22,58
250780,D. Gugganig,David Gugganig,CB,65,68,825000,3000,26,10-02-1997,192,65,WSG Tirol,Bundesliga,RCB,Austria,Left,2,50,36,48,46,66,67
251634,E. Florescu,Eduard Marian Florescu,"CM, CDM",65,68,925000,3000,26,27-06-1997,188,69,Botoşani,Liga 1,LCM,Romania,Left,3,69,66,65,65,53,61
252675,J. Dawa,Joyskim Aurélien Dawa Tchakonte,CB,65,68,800000,4000,27,09-04-1996,192,92,FCSB,Liga 1,RCB,Cameroon,Right,2,70,45,41,43,62,81
253262,J. Rosso,Jean Pierre Rosso Génova,"CM, RWB, RB",65,68,925000,3000,26,07-04-1997,179,72,Sarmiento,Liga Profesional,SUB,Uruguay,Right,2,71,56,65,65,60,60
254123,Migue Leal,Miguel Ángel Leal Díaz,"RB, RM, RWB",65,68,850000,2000,26,01-02-1997,176,71,FC Andorra,La Liga 2,SUB,Spain,Right,3,63,45,60,63,62,64
255949,Á. Benítez,Ángel María Benítez Argüello,"CDM, CB",65,68,825000,4000,27,27-01-1996,183,76,Defensa y Justicia,Liga Profesional,SUB,Paraguay,Right,2,62,32,57,52,62,67
256018,Miguel Berry,Miguel Berry,ST,65,68,950000,2000,25,16-09-1997,190,82,Atlanta United,Major League Soccer,SUB,Spain,Right,4,70,62,48,65,27,68
257725,D. Oancea,Dorinel Gabriel Oancea,"RB, LWB, RWB",65,68,850000,2000,26,02-04-1997,175,70,Universitatea Cluj,Liga 1,SUB,Romania,Right,2,78,49,58,64,58,64
258102,E. Chislett,Ethan Chislett,"RM, CM, LM",65,68,975000,2000,24,11-08-1998,178,70,Port Vale,League One,RAM,South Africa,Right,3,74,59,63,65,52,61
259614,J. Marchán,Jhon Lorens Marchán Cordero,"CAM, CM",65,68,975000,500,24,02-09-1998,170,58,Metropolitanos,Primera Division,LCM,Venezuela,Left,3,79,59,57,72,27,33
260303,M. Vorobjovas,Modestas Vorobjovas,"CDM, CM",65,68,825000,4000,27,30-12-1995,177,75,İstanbulspor,Super Lig,SUB,Lithuania,Right,3,67,53,60,61,60,74
261298,A. Al-Ammari,Amir Al-Ammari,CM,65,68,950000,1000,25,27-07-1997,184,70,Halmstad,Allsvenskan,LCM,Iraq,Left,3,68,57,65,64,60,73
262380,F. Jaritz,Florian Jaritz,"LM, ST",65,68,950000,2000,25,18-10-1997,180,70,Austria Klagenfurt,Bundesliga,SUB,Austria,Left,3,69,58,62,66,58,60
262498,Álex Petxa,Álex Petxarroman Eizaguirre,"RB, CB",65,68,850000,2000,26,06-02-1997,179,67,FC Andorra,La Liga 2,RB,Spain,Right,3,70,49,62,60,60,66
263690,E. Mancuso,Eros Nazareno Mancuso,"RB, RWB",65,68,900000,3000,24,17-04-1999,171,80,Estudiantes,Liga Profesional,SUB,Argentina,Right,2,71,35,59,67,60,63
264710,E. Boateng,Emmanuel Boateng,CM,65,68,925000,2000,26,17-06-1997,174,66,Elfsborg,Allsvenskan,LCM,Ghana,Right,3,69,53,67,63,56,60
266341,B. Cuello,Brahian Cuello,"LM, RM",65,68,950000,3000,25,30-09-1997,170,66,Instituto,Liga Profesional,LM,Argentina,Right,3,78,64,61,66,31,62
267831,B. Bentaberry,Bryan Daniel Bentaberry Varela,"CB, RB, LB",65,68,825000,500,26,21-01-1997,184,76,Bolívar,Liga De Futbol Prof,RCB,Uruguay,Right,3,76,42,57,62,63,72
270047,A. Schmid,Anthony Schmid,ST,65,68,1000000,2000,24,18-01-1999,183,75,Austria Lustenau,Bundesliga,ST,Austria,Right,3,68,63,47,67,17,67
270856,G. Carriero,Giuseppe Carriero,CM,65,68,950000,900,25,04-09-1997,175,70,Cittadella,Serie B,RCM,Italy,Right,4,67,57,65,68,55,64
271540,Ž. Žužek,Žan Žužek,CB,65,68,825000,1000,26,26-01-1997,186,79,Bari 1908,Serie B,SUB,Slovenia,Right,3,71,33,47,50,65,64
273683,D. Rodríguez,Derlis Osmar Rodríguez Maciel,"RM, LM, RW",65,68,950000,500,25,18-09-1997,176,68,Tacuary,Primera División,RM,Paraguay,Right,3,73,63,58,67,26,65
274382,L. Abascia,Lucas Abascia,CB,65,68,800000,2000,27,10-12-1995,181,78,Ñublense,Primera Division,SUB,Argentina,Right,2,51,35,43,45,66,71
275912,F. Pittarello,Filippo Pittarello,ST,65,68,950000,1000,26,09-10-1996,192,88,Cittadella,Serie B,LS,Italy,Right,3,69,64,58,60,45,74
276084,Cris Montes,Cristian Montes López,"CM, LM, RM",65,68,950000,2000,25,10-08-1997,163,60,Eldense,La Liga 2,RM,Spain,Left,3,70,59,64,69,51,57
276491,S. Altunashvili,Sandro Altunashvili,"CM, CDM, CAM",65,68,925000,4000,26,19-05-1997,169,63,Wolfsberger AC,Bundesliga,LCM,Georgia,Right,3,66,58,66,67,60,56
276556,L. Chaverra,Leyser Chaverra,RB,65,68,850000,950,26,01-04-1997,175,70,Independiente Medellín,Liga BetPlay,RB,Colombia,Right,2,78,29,47,62,58,69
276650,A. Golubović,Adnan Golubović,GK,65,68,700000,1000,27,22-07-1995,186,80,Dinamo Bucureşti,Liga 1,GK,Slovenia,Right,1,,,,,,
276997,Rodrigo Escoval,João Rodrigo Pereira Escoval,CB,65,68,825000,2000,26,08-05-1997,188,82,Vizela,Liga Portugal,SUB,Portugal,Right,2,66,29,50,43,66,64
277224,O. Dadia,Or Dadia,"RB, CDM, RWB",65,68,875000,2000,25,12-07-1997,184,76,Aberdeen,Premiership,SUB,Israel,Right,3,64,39,57,63,65,58
278018,A. Busnić,Aleksandar Busnić,CDM,65,68,850000,2000,25,04-12-1997,191,80,Vizela,Liga Portugal,SUB,Serbia,Right,3,63,49,58,54,64,72
206165,L. Maniero,Luca Maniero,GK,65,67,600000,750,28,12-06-1995,187,80,Cittadella,Serie B,SUB,Italy,Right,3,,,,,,
222024,T. Casali,Tino Casali,GK,65,67,650000,3000,27,14-11-1995,193,83,Eintracht Braunschweig,2. Bundesliga,SUB,Austria,Right,3,,,,,,
222820,E. Salles,Esteban Salles,GK,65,67,600000,1000,29,02-03-1994,187,78,Concarneau,Ligue 2,GK,France,Right,2,,,,,,
223287,Vinicius Silvestre,Vinicius Silvestre da Costa,GK,65,67,600000,2000,29,28-03-1994,195,84,Portimonense,Liga Portugal,SUB,Brazil,Right,2,,,,,,
223813,D. van Bruggen,Damian van Bruggen,CB,65,67,750000,2000,27,18-03-1996,184,79,Almere City,Eredivisie,RCB,Netherlands,Right,3,64,55,50,55,63,71
225001,K. Wootton,Kyle Leon Wootton,ST,65,67,900000,6000,26,11-10-1996,188,78,Stockport County,League Two,SUB,England,Right,3,68,62,47,63,26,82
225869,G. Gazzaniga,Gianfranco Gazzaniga Farías,GK,65,67,600000,2000,29,22-11-1993,186,85,Racing Ferrol,La Liga 2,SUB,Argentina,Right,4,,,,,,
225872,J. McGrath,Jamie McGrath,"CM, RW, CAM",65,67,875000,2000,26,30-09-1996,175,71,Aberdeen,Premiership,RES,Republic of Ireland,Right,4,73,63,62,69,58,62
226791,T. Moore,Taylor Moore,"CB, RWB",65,67,775000,2000,26,12-05-1997,184,80,Valenciennes,Ligue 2,RCB,England,Right,3,61,37,59,59,64,72
227794,C. Verdonk,Calvin Verdonk,"CB, LB",65,67,775000,3000,26,26-04-1997,174,69,NEC,Eredivisie,LCB,Netherlands,Left,4,73,56,65,66,65,63
228357,K. Soni,Kévin Soni,"ST, CF",65,67,900000,3000,25,17-04-1998,183,76,Rapid Bucuresti,Liga 1,RES,Cameroon,Left,3,74,60,59,69,42,67
228376,A. Hayden,Aaron Edward-George Hayden,CB,65,67,775000,5000,26,16-01-1997,185,79,Wrexham,League Two,SUB,England,Right,3,67,30,44,52,63,76
228472,M. Egbo,Mandela Chinweizu Egbo,"RWB, RB",65,67,825000,3000,25,17-08-1997,180,74,Colchester United,League Two,RWB,England,Right,3,79,40,58,64,58,70
228781,W. Collar,William Guy Collar,CM,65,67,875000,5000,26,03-02-1997,181,76,Stockport County,League Two,LCM,England,Right,2,66,62,61,65,60,75
229182,R. Cundy,Robbie Cundy,CB,65,67,775000,3000,26,30-05-1997,189,82,Barnsley,League One,RES,England,Right,3,55,26,40,47,65,70
229998,D. Schad,Dominik Schad,"RWB, LWB",65,67,800000,1000,26,04-03-1997,176,68,Preußen Münster,3. Liga,RM,Germany,Right,3,75,40,54,62,58,62
230677,F. Horsfall,Fraser Matthew Horsfall,CB,65,67,775000,5000,26,12-11-1996,190,82,Stockport County,League Two,CB,England,Right,3,54,33,43,43,64,80
231533,R. Jensen,Richard Olav Jensen,CB,65,67,750000,2000,27,17-03-1996,185,78,Aberdeen,Premiership,RES,Finland,Left,3,56,43,53,61,65,72
234242,C. O'Keeffe,Corey James John O'Keeffe,"RWB, RM",65,67,825000,3000,25,05-06-1998,184,70,Barnsley,League One,SUB,Republic of Ireland,Right,4,82,54,59,63,55,76
234639,S. Johansen,Sondre Solholm Johansen,CB,65,67,750000,1000,27,07-07-1995,192,86,Odd,Eliteserien,CB,Norway,Right,2,53,31,37,49,64,76
235516,R. Kaib,Rami Kaib,LB,65,67,800000,2000,26,08-05-1997,178,63,Djurgården,Allsvenskan,SUB,Tunisia,Left,2,74,46,63,65,58,64
237046,G. Villar,Guido Villar,GK,65,67,600000,3000,28,15-02-1995,192,79,Barracas Central,Liga Profesional,SUB,Argentina,Right,2,,,,,,
238846,T. Archibald,Theodore Valentine Archibald,"RM, RW, LWB",65,67,900000,2000,25,05-03-1998,180,75,Leyton Orient,League One,RM,Scotland,Left,3,79,60,59,64,54,66
239476,S. Ingolitsch,Sandro Ingolitsch,RB,65,67,800000,3000,26,18-04-1997,179,72,Rheindorf Altach,Bundesliga,SUB,Austria,Right,3,71,41,58,62,62,60
240312,I. Paro,Issouf Paro,CB,65,67,725000,2000,28,16-10-1994,184,79,Concarneau,Ligue 2,LCB,Burkina Faso,Right,2,63,30,56,49,65,72
240333,B. Öztürk,Bahadır Öztürk,CB,65,67,750000,5000,27,01-10-1995,185,75,Antalyaspor,Super Lig,SUB,Turkey,Right,2,39,31,43,46,67,68
240961,O. Kwabena,Owusu Kwabena,"ST, CAM",65,67,900000,500,26,18-06-1997,182,73,Ferencváros,NB I.,SUB,Ghana,Right,3,78,64,55,65,26,58
242708,M. Adams,Mohammed Adams,"CDM, CM",65,67,800000,8000,26,23-09-1996,168,70,Al Shabab,Pro League,RES,England,Right,2,63,48,52,62,65,69
243733,D. Saddiki,Driess Saddiki,"CDM, CM",65,67,800000,4000,26,09-08-1996,179,70,Kasımpaşa,Super Lig,SUB,Morocco,Right,3,76,54,58,62,64,75
250896,Kim Min Duk,Min-Deok Kim,CB,65,67,775000,2000,26,08-07-1996,183,78,Daejeon Citizen,K League 1,RES,Korea Republic,Right,3,59,29,38,47,66,70
251441,Y. Ben Balla,Yassin Ben Balla,"CDM, CM",65,67,775000,2000,27,24-02-1996,181,72,Sandhausen,3. Liga,SUB,France,Right,3,66,51,52,60,63,67
251754,S. Kersten,Sam Kersten,CB,65,67,800000,3000,25,30-01-1998,191,79,PEC Zwolle,Eredivisie,RCB,Netherlands,Right,3,56,44,49,47,64,74
256716,K. Kirkegaard,Kristian Kirkegaard,"LM, RM",65,67,900000,3000,25,02-10-1997,174,70,Vejle,Superliga,LM,Denmark,Right,3,75,61,61,65,35,56
260818,P. Farquharson,Priestley Tyler Farquharson,CB,65,67,775000,4000,26,15-03-1997,191,93,Walsall,League Two,LCB,England,Right,3,65,33,39,46,63,80
263119,F. Agüero,Facundo Agüero,CB,65,67,725000,4000,28,21-01-1995,189,86,Rosario Central,Liga Profesional,SUB,Argentina,Right,2,54,28,34,39,66,75
265996,W. Kenndal,William Kenndal,"CDM, CM",65,67,775000,1000,27,04-04-1996,173,65,Värnamo,Allsvenskan,SUB,Sweden,Right,3,71,45,62,65,60,62
270281,P. Martino,Pietro Martino,"RB, LB",65,67,825000,950,25,04-08-1997,178,75,Cosenza,Serie B,RES,Italy,Right,4,70,41,53,54,63,65
276363,K. Tejan,Kay Tejan,ST,65,67,900000,2000,26,03-02-1997,186,85,ŁKS Łódź,Ekstraklasa,ST,Netherlands,Left,3,66,63,52,63,32,84
202457,L. Koopmans,Luuk Koopmans,GK,65,66,550000,3000,29,18-11-1993,190,83,Fortuna Sittard,Eredivisie,SUB,Netherlands,Right,3,,,,,,
208169,L. Gülen,Levent Gülen,"CB, RB",65,66,650000,2000,29,24-02-1994,185,77,ŁKS Łódź,Ekstraklasa,RES,Switzerland,Right,3,78,30,49,61,63,74
208776,F. Stritzel,Florian Stritzel,GK,65,66,550000,4000,29,31-01-1994,197,92,Wehen Wiesbaden,2. Bundesliga,GK,Germany,Right,3,,,,,,
210742,M. Hallberg,Charles Melker Otto Hallberg,CM,65,66,825000,1000,27,20-10-1995,180,68,Kalmar,Allsvenskan,SUB,Sweden,Right,4,66,64,66,66,61,67
211604,L. Roberts,Liam Joseph Roberts,GK,65,66,575000,6000,28,21-11-1994,194,82,Barnsley,League One,GK,England,Left,2,,,,,,
212417,P. Gregor,Pascal Wiberg Gregor,"CB, RWB",65,66,650000,3000,29,18-02-1994,189,80,Lyngby,Superliga,LCB,Denmark,Right,3,63,39,54,59,64,70
213413,L. Vigouroux,Lawrence Ian Vigouroux,GK,65,66,550000,9000,29,19-11-1993,194,77,Burnley,Premier League,RES,Chile,Left,2,,,,,,
213449,P. Stolarski,Paweł Stolarski,RB,65,66,750000,2000,27,28-01-1996,181,74,Pogoń Szczecin,Ekstraklasa,SUB,Poland,Right,3,81,52,60,62,58,67
213855,M. Flis,Marcin Flis,CB,65,66,650000,2000,29,10-02-1994,185,75,ŁKS Łódź,Ekstraklasa,LCB,Poland,Left,3,69,31,51,54,64,73
214650,V. Vevatne,Viljar Helland Vevatne,"CB, LB",65,66,675000,1000,28,07-12-1994,183,73,Viking,Eliteserien,SUB,Norway,Right,5,66,57,55,61,63,77
214682,J. Wright,Joe Wright,CB,65,66,675000,2000,28,26-02-1995,193,82,Kilmarnock,Premiership,SUB,Wales,Right,3,41,34,50,55,63,76
